model_year,make,model,body_style,transmission_type,vin,state,condition,mileage,color,interior,seller,market_value,selling_price,sale_date
2015,Tesla,Model Y,SUV,Automatic,UM7XS082FBW3EL48K,NJ,61,123707,Silver,Brown,Sonic Automotive,6482,6828,2025-12-17
2020,Kaiser,M54,Truck,Manual,XEVAZ22GLM14947Z3,UT,63,48847,Blue,Gray,Enterprise Fleet Management,5738,5815,2025-12-14
2022,Nissan,Sentra,Sedan,Automatic,HK3N5F2CJFAPNFN95,PA,75,55063,Green,Tan,Penske Automotive,12432,11666,2026-01-16
2017,Honda,Passport,SUV,Automatic,B2148SW1UKWDDDXDP,IN,48,91100,Brown,Brown,Vroom,6386,6359,2026-02-23
2011,Hyundai,Elantra,Sedan,Automatic,7KEFWZDSEGZDK1WGA,OH,47,120132,Gray,Black,Crankyanky Auto,1892,1988,2026-01-07
2020,Kaiser,M54,Truck,Automatic,LZ664AKY897KDXU3P,MD,72,65621,Gold,Brown,Ford Motor Credit Company,6305,5955,2026-01-26
2020,Ford,Ranger,Truck,Manual,11S4TE6VR1HT8WAAT,GA,74,58192,Silver,Gray,Avis Corporation,14618,14817,2026-02-25
2022,Lucid,Air,Sedan,Automatic,CHMHXE9ST9AKJDX3N,AZ,87,52841,White,White,Nissan-Infiniti LT,53531,54762,2026-02-23
2021,Ford,Mustang,Sedan,Manual,SEDVPRM8M2CEDJTPE,IL,73,86039,White,Red,Penske Automotive,16797,17037,2025-12-28
2018,Kaiser,M54,Truck,Automatic,CF3AVD6T390P1M5T5,NM,68,44302,Gold,Brown,Avis Corporation,4473,4275,2026-01-22
2025,Jeep,Gladiator,Truck,Automatic,L9Y0R8TUZFD5EYPVD,TX,90,8971,Beige,Gray,TDAF Remarketing,41374,42844,2025-12-23
2022,Honda,Accord,Sedan,Automatic,JDM85Y44KJ64A35SZ,CO,64,46012,Red,Tan,CarMax,15649,15892,2026-02-27
2021,Lucid,Air,Sedan,Automatic,7F4KY4YMT1ZAZSDX0,VA,82,23229,Green,Tan,Wells Fargo Dealer Services,53205,55927,2026-01-30
2024,Honda,Odyssey,Minivan,Automatic,D68HSAKB7KRXM5R2Y,NV,66,23618,Gold,Black,TDAF Remarketing,25645,24803,2026-01-17
2021,Rivian,R1S,SUV,Automatic,A3CJ9N8NBYTZT2KLH,MD,82,72153,Blue,Black,TDAF Remarketing,37700,34869,2026-01-28
2005,Ford,Maverick,Truck,Manual,FT8Z10N2V4XMVD2W5,MN,30,189270,Gray,White,Sonic Automotive,1171,1243,2025-12-11
2018,Nissan,Rogue,SUV,Automatic,6PV4PR7CZTBU6AHZW,TN,55,72004,Blue,Gray,Financial Services Remarketing,6184,6538,2026-02-27
2011,Kia,Optima,Sedan,Manual,MADUV70JY3RDVMUBX,NC,48,198951,Blue,Black,CarMax,1514,1513,2025-12-06
2024,Rivian,R1S,SUV,Automatic,1PWEU6MR45VNVPRRH,OR,74,31922,Red,Beige,Sonic Automotive,54373,51537,2025-12-10
2008,Dodge,Charger,Sedan,Automatic,B6T0WL2M6ZTEWPJUU,GA,44,150935,Silver,Black,Ford Motor Credit Company,2448,2596,2026-01-21
2017,Toyota,Highlander,SUV,Manual,ZZM8TPT2MDFLXYFN1,WA,58,95957,Beige,Brown,Hertz Remarketing,7949,7439,2026-02-26
2017,Tesla,Model Y,SUV,Automatic,FGHD7B88L7MAK4GKN,NY,59,114382,Brown,Brown,Vroom,7869,8118,2025-12-17
2014,Am General,M1097A,Truck,Automatic,AG0L5S5MCARAL8VDU,TN,44,125810,Blue,Red,Hendrick Automotive,1754,1893,2026-01-27
2021,Tesla,Model S,Sedan,Automatic,MWFHXM2PSFRB75JKM,NY,86,72069,Red,Gray,Santander Consumer USA,45805,43655,2025-12-16
2003,Chevrolet,Blazer,SUV,Automatic,72YVSJ3LTALP8W3K1,KS,31,231201,Gray,White,Shift,1626,1668,2026-02-16
2021,Jeep,Grand Cherokee,SUV,Automatic,6M10DEFSDUVCN4D9U,MA,88,60946,Beige,White,Penske Automotive,24102,24785,2025-12-15
2016,Kia,Sportage,SUV,Automatic,MLH8EDYHKPS7NAEJ8,MN,68,85985,Brown,Beige,DriveTime,6318,5879,2026-02-05
2004,Hyundai,Tucson,SUV,Automatic,P13LSCDP53FH5YJYH,UT,15,262509,White,Brown,Hendrick Automotive,565,605,2025-12-14
2021,Rivian,R1S,SUV,Automatic,6H3W9DBR0XNSDHNY5,MN,75,85539,Green,Tan,Wells Fargo Dealer Services,33191,34378,2026-01-11
2008,Hyundai,Tucson,SUV,Automatic,B8LTGRW8A22T46MAW,NM,34,186233,Black,White,Sonic Automotive,1494,1410,2026-01-13
2025,Toyota,Corolla,Sedan,Manual,WWHA5GMF2ZUVA2ML2,WI,94,13324,Brown,White,AutoNation,25150,23799,2026-02-05
2021,Rivian,R1S,SUV,Automatic,6B7J0M9FNZV9C6Z3E,CO,86,69056,Silver,Brown,Hendrick Automotive,40297,37987,2025-12-03
2008,Honda,Ridgeline,Truck,Automatic,LMUDCNHPA78WD5KJL,KS,33,268835,Silver,Red,Financial Services Remarketing,1208,1202,2025-12-21
2006,Am General,M1097A,Truck,Manual,2C6B47E2Y3M3YF65V,MD,27,232307,Gray,Brown,Enterprise Fleet Management,692,641,2026-01-23
2020,Honda,Accord,Sedan,Automatic,VU593JRB7E8CKB4VE,MO,74,60621,Gray,White,Lithia Motors,13008,13126,2025-12-20
2026,BMW,5 Series,Sedan,Manual,EXKKVR1GR0DBU7XXU,UT,85,288,Silver,Gray,Penske Automotive,64565,67015,2026-01-09
2009,Jeep,Compass,SUV,Automatic,1DWD1P216MFSLR8EU,UT,25,173286,Brown,Gray,Enterprise Fleet Management,1017,1063,2026-01-08
2023,Chevrolet,Colorado,Truck,Automatic,FNESE8X9RP0YEPK5V,WI,81,41317,Red,Red,Vroom,22553,20951,2025-12-24
2018,Ford,F-150,Truck,Manual,ZSGS7GM4ADN4LPDJW,CO,60,52383,Gold,Brown,Avis Corporation,11666,12568,2025-12-04
2023,Kaiser,M54,Truck,Automatic,SY58YTAG1C9MVAPH0,OH,75,35617,White,Red,Avis Corporation,9529,9710,2026-01-08
2017,Chevrolet,Cruze,Sedan,Automatic,6E8FJL4Y53J7F9PMB,MA,51,78662,Silver,Beige,Nissan-Infiniti LT,3915,4112,2026-02-20
2003,Toyota,Highlander,SUV,Automatic,AFMLTL716GPZS5ZKK,WI,31,194727,Brown,White,CarMax,2234,2130,2026-01-17
2022,Honda,HR-V,SUV,Manual,7NM3M8EB7C11VV2FT,OH,73,40131,Beige,Brown,Enterprise Fleet Management,14695,15200,2026-02-19
2001,Honda,Passport,SUV,Manual,F1C9MAAU9D8ZG85W9,IN,2,269927,Green,Gray,TDAF Remarketing,123,132,2026-01-13
2015,Am General,M1097A,Truck,Automatic,LM8LA403GAN2P6ZNM,TX,56,145059,Beige,Beige,Financial Services Remarketing,2200,2044,2026-01-20
2021,Rivian,R1T,Truck,Automatic,Y2ZMP1C9H70H88MP9,NY,68,80830,Green,Black,Vroom,28948,27361,2026-02-07
2025,Ford,F-150,Truck,Automatic,6KCEWBM39XVKHMXYD,MO,97,15775,Brown,Red,Hertz Remarketing,47418,47456,2025-12-25
2024,Nissan,Rogue,SUV,Automatic,A99SGHU5BVX5PU24F,MI,88,20358,White,Tan,Carvana,25267,27069,2026-01-05
2021,Lucid,Air,Sedan,Automatic,BXA0SE5S00K6UG053,NY,72,50101,Beige,Brown,Shift,39764,42621,2026-02-27
2024,Ford,Focus,Sedan,Automatic,C0MHDP0TM7CTEPKR5,NJ,100,29085,White,Tan,AutoNation,20629,20228,2026-01-11
2025,BMW,3 Series,Sedan,Automatic,8UGSSD570ZBX2L752,FL,100,10932,Green,Gray,Carvana,56130,60001,2026-01-28
2017,Mercedes-Benz,GLE,SUV,Automatic,05NVB1SHLLY1S17LS,OH,75,90375,Gray,White,Financial Services Remarketing,16918,17672,2026-01-15
2012,Kaiser,M54,Truck,Manual,YS8ZJR3B1Z134Y63C,WI,44,141351,Blue,Beige,Crankyanky Auto,948,986,2025-12-16
2024,Nissan,Sentra,Sedan,Automatic,D12UFMZBUVKUNYW41,GA,87,26080,Beige,Beige,Wells Fargo Dealer Services,19578,20501,2026-02-21
2022,Nissan,Pathfinder,SUV,Automatic,ZDEZY06UV17JUGDMS,MN,79,22675,White,Black,Hendrick Automotive,25832,27004,2026-01-29
2018,Mercedes-Benz,C-Class,Sedan,Automatic,S9DLFWFC8M5E6TCNT,TX,54,99281,Gold,Beige,Avis Corporation,8697,8607,2025-12-26
2024,Toyota,Camry,Sedan,Automatic,BA4UR3YCP86RRESGP,CA,72,14195,Black,Black,Enterprise Fleet Management,20036,19201,2025-12-24
2022,Subaru,Forester,SUV,Automatic,UF13D6R2YDLW6B7YH,TN,82,44254,Brown,White,CarMax,20643,19010,2026-02-04
2016,Mercedes-Benz,GLE,SUV,Automatic,67839SYJ8850FRGF5,GA,62,137401,Blue,Brown,Lithia Motors,10211,10399,2025-12-09
2006,Am General,M1097A,Truck,Manual,3D2RH2J3KWYKUXHK9,UT,27,223470,White,Tan,Hendrick Automotive,732,714,2026-02-15
2022,Ford,Mustang,Sedan,Automatic,ZNJGJAFL5090JSCA3,MO,87,41158,Beige,Tan,Santander Consumer USA,26075,25672,2025-12-22
2019,Kaiser,M54,Truck,Automatic,AWC1RXP583SPSUE4E,NC,78,79300,Gold,Gray,Penske Automotive,4685,4759,2025-12-06
2022,BMW,3 Series,Sedan,Automatic,SW3AZ5ZR1RS86LM0H,MA,75,45774,Black,Tan,Crankyanky Auto,27951,27190,2025-12-28
2026,Am General,M1097A,Truck,Automatic,CEUCVWDTPD4YNBZ1V,NC,96,100,Blue,Black,Penske Automotive,25302,23927,2026-01-29
2015,Kaiser,M54,Truck,Automatic,VMDYADMDYD80EKYAU,WA,63,110279,Gold,Beige,Lithia Motors,2199,2066,2026-02-23
2005,Volkswagen,Passat,Sedan,Manual,DGB3E87B8ZE3NXHUP,TX,9,208884,Blue,Beige,Penske Automotive,405,419,2026-01-16
2020,Toyota,4Runner,SUV,Manual,DVYJ76WTPMRF48D4S,TN,87,92446,Blue,Red,Financial Services Remarketing,16882,15666,2026-01-08
2025,Kaiser,M54,Truck,Manual,EV0ZDCLE5XJBE6S8L,VA,76,9855,Black,Red,Wells Fargo Dealer Services,12525,11796,2025-12-31
2025,Kaiser,M54,Truck,Automatic,N0PECS851N1PGWMDS,IN,79,7630,Black,White,Avis Corporation,13368,13108,2026-02-26
2021,Subaru,Forester,SUV,Automatic,VCAZN90E38EML662Z,NY,72,60173,Gold,Gray,Sonic Automotive,15667,16543,2025-12-21
2021,Chevrolet,Tahoe,SUV,Automatic,B9MNLGZ3ZCL118S7S,NC,68,42691,Red,Brown,Lithia Motors,28382,28125,2026-02-15
2014,BMW,3 Series,Sedan,Automatic,MUE8LW5B07UHPN0MY,OR,40,158465,Brown,Brown,Shift,3124,2990,2026-02-28
2004,BMW,X3,SUV,Automatic,R90KZH4VHR18UZXBX,UT,29,398331,Beige,Gray,Avis Corporation,940,914,2026-02-04
2018,Honda,Ridgeline,Truck,Automatic,6WM83C0P92XC67NUG,KY,66,107399,Gray,Red,Hertz Remarketing,8743,8220,2026-01-01
2001,Dodge,Ram,Truck,Automatic,JR0ZK4DTDF0JJ4SLK,OH,16,205402,Brown,Beige,Enterprise Fleet Management,890,891,2025-12-04
2021,Toyota,Tundra,Truck,Automatic,LJ2HY0FAG588J01PL,MD,74,84878,Gold,Red,CarMax,17129,16641,2026-02-11
2021,Toyota,Corolla,Sedan,Automatic,LW1V0UF62D1D327BM,NC,90,77632,Green,White,Lithia Motors,12810,13204,2026-01-06
2021,Kia,Sportage,SUV,Manual,RJUGUAZ4487A06TP9,KY,69,57725,Blue,Red,Ford Motor Credit Company,13257,13207,2026-02-17
2013,Hyundai,Tucson,SUV,Manual,P4L2XD1V8H378HSVL,TN,60,113703,Beige,Black,Penske Automotive,3442,3689,2026-02-06
2023,BMW,X5,SUV,Manual,55EU0DANJBBY1HB3S,WI,74,26493,Beige,Gray,Carvana,45996,43392,2026-01-09
2021,Rivian,R1T,Truck,Automatic,EXV2DYE38JAJGUW9T,PA,67,63682,White,Brown,TDAF Remarketing,31105,31553,2026-01-09
2016,Jeep,Grand Cherokee,SUV,Automatic,CEV965XXTCRM3451S,VA,52,124452,Green,Brown,Hertz Remarketing,5482,5281,2025-12-27
2023,Subaru,Forester,SUV,Automatic,8YLBZHSHRX3H8CVBW,OR,95,46588,White,White,TDAF Remarketing,25335,24334,2026-02-22
2019,Subaru,Crosstrek,SUV,Automatic,SBRTPPBGNKX29JAVU,OR,59,77202,Brown,Red,Avis Corporation,7197,6633,2026-03-01
2017,Tesla,Model Y,SUV,Automatic,AVMKM1R20P8NRE6BK,VA,60,73658,Green,Black,Avis Corporation,9824,10012,2026-02-08
2023,Jeep,Compass,SUV,Automatic,SWWT8HS39V2UJL1D0,KS,66,33982,Brown,Tan,Carvana,16862,18009,2026-02-13
2019,Mercedes-Benz,GLC,SUV,Automatic,7CSP0AV8B34NDAABU,OH,58,131613,Green,Gray,Hertz Remarketing,9519,9341,2025-12-02
2018,Tesla,Model X,SUV,Automatic,07B5N2L3HKVH2UJYM,MO,79,96745,Black,Black,Lithia Motors,26276,24906,2025-12-05
2018,Volkswagen,Tiguan,SUV,Automatic,TG8P111ETC9ASGVZA,TX,57,93074,Green,White,Crankyanky Auto,6204,5971,2026-02-06
2016,Nissan,Rogue,SUV,Automatic,HLENNCYJM2RH89UEV,NV,53,173215,Gold,Red,Wells Fargo Dealer Services,3003,2979,2025-12-08
2021,Kaiser,M54,Truck,Automatic,2XPFKXDL5KK7ENTM9,PA,72,67501,Blue,Brown,AutoNation,6393,6210,2026-02-09
2017,BMW,X3,SUV,Automatic,EEE0R9PE83U4S1UZS,AZ,68,123251,Beige,Gray,CarMax,9576,9458,2026-01-23
2015,Nissan,Sentra,Sedan,Automatic,WL45SN2UG52EW5AE3,IN,67,186451,White,Gray,Vroom,2333,2291,2026-01-09
2023,Chrysler,Pacifica,Minivan,Automatic,LA42RK8LL100JU3JK,MA,97,51630,Brown,Brown,Ford Motor Credit Company,32894,35272,2026-02-19
2026,Mercedes-Benz,C-Class,Sedan,Automatic,521LYCZFHANZFGKUD,FL,86,223,Blue,White,Carvana,57185,61143,2025-12-09
2025,Chrysler,Pacifica,Minivan,Manual,2TEJ0RCB8CK18ZFSS,MO,92,12732,Silver,Black,Avis Corporation,40121,37452,2025-12-20
2018,Ford,F-250,Truck,Automatic,7X5UPW2CVV2HXKX6P,AZ,55,67380,Beige,White,AutoNation,11528,10837,2026-01-15
2021,Subaru,Forester,SUV,Automatic,LA441MU92BZ95KXM4,MD,71,50788,Silver,White,AutoNation,16107,17356,2026-01-19
2024,BMW,X5,SUV,Automatic,9CS26G613EY9FCP6B,AZ,78,24280,Gold,Black,Shift,48611,52122,2026-01-12
2025,Subaru,Outback,Wagon,Manual,CYHN7537ZUX526RBA,NJ,94,11091,Black,White,Wells Fargo Dealer Services,37221,35543,2025-12-28
2021,Rivian,R1T,Truck,Automatic,BLACTH84MAXA9FGK9,NJ,84,42646,Brown,Beige,Financial Services Remarketing,42513,40221,2026-01-12
2005,Kaiser,M54,Truck,Automatic,T0WGFR2DNM2G2664D,CA,39,335253,Beige,Black,Vroom,408,381,2026-03-02
2003,Chevrolet,Silverado 1500,Truck,Automatic,CADEE7DP65GGYG1H8,TX,35,394009,Gold,Black,Lithia Motors,1029,1063,2026-03-02
2026,Kia,Sorento,SUV,Automatic,P0AU6JMGCS32924R4,NC,84,347,Beige,Gray,Hertz Remarketing,36040,33414,2025-12-30
2024,BMW,3 Series,Sedan,Automatic,40HA9G19NBENMP3KL,OH,86,22581,Silver,Black,Carvana,40751,43061,2025-12-30
2015,Jeep,Compass,SUV,Automatic,8SX740V9ZDMSPVEPB,KY,54,124172,White,White,TDAF Remarketing,3316,3139,2025-12-07
2006,Chrysler,Pacifica,Minivan,Automatic,8YMX88XDMJ3ZC41EZ,OR,36,220051,Blue,Red,Wells Fargo Dealer Services,2046,2147,2026-02-18
2017,Kaiser,M54,Truck,Automatic,U9Y9P7SL76UHUKJYD,CA,50,94158,Green,Tan,TDAF Remarketing,2323,2205,2025-12-13
2014,Kaiser,M54,Truck,Automatic,29B8CLW41X253HU60,AZ,61,178308,Gray,Red,Shift,1298,1376,2026-02-07
2021,Rivian,R1T,Truck,Automatic,XMUGNBHWBRPDBF6NN,IN,77,55773,Red,Black,Carvana,39257,37777,2025-12-09
2024,Volkswagen,Tiguan,SUV,Automatic,FULT6T64UKGNY185Z,NC,77,18533,Black,Red,CarMax,23026,22463,2025-12-19
2026,BMW,5 Series,Sedan,Automatic,C5NLRJC5RNLTCK3Z5,MO,63,231,Silver,Gray,Hertz Remarketing,47689,44034,2026-01-22
2023,Kaiser,M54,Truck,Automatic,CC7GP8M0ZWSTB40T4,KY,79,36790,Blue,Beige,AutoNation,9990,10441,2026-01-24
2020,Chevrolet,Suburban,SUV,Automatic,3J64W2PT3ZWR62DJF,MO,59,89730,Gray,White,Enterprise Fleet Management,17355,16573,2026-01-08
2018,Kia,Sorento,SUV,Manual,JJ6E4NXT9ZZC9ULVA,GA,59,62180,Blue,Black,AutoNation,7751,8034,2026-02-12
2025,Tesla,Model Y,SUV,Automatic,RYS1EBZ68BU2EW74R,AZ,74,11894,Red,White,CarMax,40653,41440,2026-02-08
2015,Dodge,Ram,Truck,Automatic,GCPERMXLSHESVMN3X,TX,41,52302,Green,Red,Enterprise Fleet Management,3989,4046,2026-02-11
2021,Kia,Sorento,SUV,Automatic,WRWK7U5D6PXJ99GVP,OH,88,28003,Red,Black,Carvana,22377,21792,2026-01-29
2024,Chrysler,Pacifica,Minivan,Automatic,WK64VMKT9USJ1B0XY,OH,84,26398,Gray,Red,DriveTime,32466,29912,2026-01-27
2025,Mercedes-Benz,GLE,SUV,Manual,N0JMRDH1DT3JSZA1F,SC,84,9948,Green,Brown,Lithia Motors,67234,65128,2026-02-05
2014,Jeep,Wagoneer,SUV,Automatic,KES95MHD80YK92ZCT,MO,65,145563,Brown,Tan,Ford Motor Credit Company,7426,7047,2025-12-27
2024,Mercedes-Benz,GLE,SUV,Automatic,GTZHYR9EPFE7J4PGH,NJ,74,19270,Gold,Gray,Carvana,50285,52517,2026-02-05
2004,Dodge,Durango,SUV,Automatic,HRWX08YB4GWFMVTLF,NY,27,188079,White,Brown,Vroom,1849,1963,2025-12-23
2016,Honda,HR-V,SUV,Automatic,GY0JD7AK2DY0TK0VD,OH,70,134839,White,Black,Nissan-Infiniti LT,3991,4286,2025-12-13
2025,Kia,Soul,Wagon,Manual,R7UTZJFCJJKNHD14N,CO,86,12715,Brown,Tan,DriveTime,21222,21687,2026-01-30
2007,Kaiser,M54,Truck,Manual,28P2GFCEM432M3UCJ,SC,46,200974,Red,Brown,Penske Automotive,986,918,2026-01-29
2026,Mercedes-Benz,C-Class,Sedan,Automatic,B64KJAU5RMZWNNFJ7,VA,95,491,Brown,Tan,CarMax,65163,60469,2026-01-19
2011,Kaiser,M54,Truck,Automatic,494X93CDLUNZX7RXR,CO,56,126110,Green,Red,Lithia Motors,1269,1200,2025-12-04
2007,Volkswagen,Passat,Sedan,Manual,LYVESAT103RG88ZA4,NM,35,188815,Gold,Black,Enterprise Fleet Management,1499,1522,2026-02-22
2019,Nissan,Rogue,SUV,Automatic,040UVKK6JKHK7A4FA,WI,55,103916,Red,Tan,Carvana,6002,5658,2025-12-30
2025,Chevrolet,Silverado 1500,Truck,Automatic,TY588KYE5TJND1FKH,VA,97,9974,Silver,Beige,Hendrick Automotive,51492,47503,2025-12-27
2026,BMW,5 Series,Sedan,Automatic,LBKT2CY597HFL5FTW,KS,100,165,Black,Brown,Hertz Remarketing,78334,83632,2026-02-02
2023,Subaru,Outback,Wagon,Automatic,TX7V5JUX0S7TZS2PL,IL,72,19611,Silver,White,Crankyanky Auto,24495,23589,2026-02-04
2026,Kia,Soul,Wagon,Automatic,1HEJJ7UN0PKBG7Y1F,TX,76,318,Blue,Brown,DriveTime,21059,20125,2026-01-18
2015,Ford,Maverick,Truck,Automatic,RPHHTJ5VXXFB6CABG,KY,54,126211,White,Red,Wells Fargo Dealer Services,2934,2779,2026-02-01
2025,Subaru,Outback,Wagon,Automatic,6KKE4A5AEYH2D6NJK,MO,80,14458,Green,Red,Enterprise Fleet Management,32036,30226,2025-12-12
2021,Rivian,R1T,Truck,Automatic,K12F8WCZ9TN447577,NV,56,48060,Beige,Red,Hendrick Automotive,29424,31029,2026-02-18
2024,Honda,Civic,Sedan,Automatic,M95MYNDFHGZB4BHW1,SC,88,22578,Gold,Brown,Wells Fargo Dealer Services,21824,22290,2026-01-20
2021,Lucid,Air,Sedan,Automatic,MYWCA086VCM3YTZSF,WA,72,38732,White,Tan,AutoNation,45142,48122,2026-02-14
2021,Dodge,Durango,SUV,Automatic,N791CAT1YNPYFMVRT,NV,74,55441,Gold,Tan,AutoNation,20922,19426,2026-02-15
2021,Rivian,R1T,Truck,Automatic,4CK44WH9MEAHLDSPL,NY,60,71023,Green,Beige,CarMax,28405,27957,2026-01-05
2022,Nissan,Altima,Sedan,Manual,V7ZN6KKP9N85Y24GX,MA,86,28853,Blue,White,Avis Corporation,19393,18719,2026-02-15
2004,Honda,CR-V,SUV,Automatic,VMEN812YC2BJVELV7,AZ,42,278021,Black,Gray,Hertz Remarketing,1550,1555,2026-03-02
2015,Volkswagen,Tiguan,SUV,Automatic,9EK14D7TWEV7E9MBM,OR,50,168137,Gray,Red,Ford Motor Credit Company,2769,2947,2026-02-12
2016,Subaru,Outback,Wagon,Automatic,F0DMV3SLYK9AGKNH7,CO,51,114625,Silver,Gray,TDAF Remarketing,4655,4314,2026-01-30
2018,Chevrolet,Colorado,Truck,Automatic,FP7NJ2JN2ZWDK57LJ,FL,71,89935,Beige,Gray,Nissan-Infiniti LT,7622,7195,2026-01-10
2020,Dodge,Ram 1500,Truck,Automatic,FTRFDS5LBMVX0LXCU,IN,77,43073,Blue,Tan,Penske Automotive,21869,21560,2026-02-20
2020,Am General,M1097A,Truck,Automatic,H9TMHVEA28NXV52CA,WI,68,68045,Brown,Black,Ford Motor Credit Company,7461,7706,2026-02-05
2017,Mercedes-Benz,E-Class,Sedan,Automatic,Y8LFHMNVS7E3RF4PX,CA,63,149486,Black,Beige,Nissan-Infiniti LT,9233,8681,2026-01-25
2015,Mercedes-Benz,E-Class,Sedan,Automatic,2D1LKYVEBY5YHH4MG,FL,38,145921,Gold,Black,Hertz Remarketing,4731,4771,2026-02-01
2018,Tesla,Model X,SUV,Automatic,XMVFGVGF3L51BHZKS,NY,55,89504,Black,Beige,DriveTime,18670,18217,2026-02-27
2020,Chrysler,300,Sedan,Automatic,5R0Z2J3387SDAVAK6,MN,67,92077,Blue,Gray,Ford Motor Credit Company,12173,11851,2026-02-21
2016,Chrysler,Pacifica,Minivan,Automatic,XRMJS4EETT5DG8K2C,VA,56,140783,Red,Beige,Penske Automotive,4835,4560,2026-01-03
2025,Kaiser,M54,Truck,Automatic,3F52H3ZDB671R2ACS,NC,87,10486,White,Brown,Penske Automotive,14841,14591,2026-01-27
2017,Kia,Soul,Wagon,Automatic,RLZCD45320D14Z4VL,NJ,35,115875,Silver,Black,Nissan-Infiniti LT,2100,2063,2025-12-11
2022,Ford,Bronco,SUV,Automatic,31YYCYTUAFFXSUSC1,OR,69,53957,Black,White,Nissan-Infiniti LT,19438,19758,2026-02-11
2020,Dodge,Ram,Truck,Manual,EL2S3ZGWL639L88N0,CO,78,71823,Beige,Red,Hendrick Automotive,14429,15551,2026-01-14
2019,Jeep,Wagoneer,SUV,Automatic,J52S46N7LE4DB1SH3,NM,62,110303,Black,Black,Hertz Remarketing,14315,14253,2025-12-18
2016,Kaiser,M54,Truck,Automatic,EEJR9A2NW50SSMUAR,NY,68,84982,White,White,DriveTime,2918,3008,2026-02-10
2018,Kia,Optima,Sedan,Automatic,5VKKPS2GSC70179YG,OR,82,105877,White,Brown,Crankyanky Auto,7307,7846,2025-12-14
2020,Volkswagen,Passat,Sedan,Automatic,3T4S9JR2CZ4U8YTSK,MO,80,72366,Green,White,Nissan-Infiniti LT,12556,13156,2025-12-25
2005,Toyota,Sequoia,SUV,Automatic,ULHYDCPRNDNA62LU3,NV,48,335737,Gold,White,Shift,2040,2198,2025-12-07
2021,Rivian,R1S,SUV,Automatic,77BL9XJ04WS6XJ3Z6,MA,54,47651,Silver,Tan,Enterprise Fleet Management,29392,31286,2026-02-06
2009,Hyundai,Elantra,Sedan,Automatic,SD1GWJHC77SAYGCA3,NC,51,212385,Gold,Beige,CarMax,1516,1563,2025-12-31
2026,Chrysler,Pacifica,Minivan,Automatic,TGK63DA87M00F00NJ,OH,100,488,Black,Red,Wells Fargo Dealer Services,52061,54946,2026-02-05
2023,Nissan,Rogue,SUV,Automatic,8R41HPEN8MUSMV87Y,NJ,93,40572,Silver,Black,Shift,24576,24768,2025-12-15
2025,Jeep,Grand Cherokee,SUV,Automatic,NSN4GXLUJU9J1FHCK,KY,99,10381,Black,Beige,Penske Automotive,48341,47051,2026-01-04
2025,Hyundai,Sonata,Sedan,Automatic,US5K40R1CRXP4T3B0,SC,73,5761,White,Beige,AutoNation,23981,23516,2025-12-08
2012,Tesla,Model S,Sedan,Automatic,TKAL0ALSN1UHZEFGA,UT,53,138605,Silver,White,Nissan-Infiniti LT,6332,6035,2026-02-10
2013,Nissan,Rogue,SUV,Automatic,P5J768DAEAL80GZGZ,GA,52,163803,Beige,Gray,Vroom,2376,2407,2026-02-19
2001,Hyundai,Santa Fe,SUV,Automatic,J77KY3WYPB7RUKEJZ,NY,18,294508,Silver,Red,Penske Automotive,811,814,2026-01-29
2015,Chevrolet,Blazer,SUV,Automatic,HGAZ470XE615H46MS,CO,65,91965,Brown,Black,Santander Consumer USA,5802,6129,2026-01-09
2025,Kaiser,M54,Truck,Automatic,USTSGN4DBS6S797E6,IL,80,15622,Black,White,Vroom,13217,12660,2025-12-30
2020,Toyota,Tacoma,Truck,Automatic,PNDE6K0BDP6U9STF8,KS,63,72155,Gold,Beige,Hertz Remarketing,12380,12355,2025-12-28
2018,Dodge,Ram,Truck,Automatic,R2B5ZD0CH5EYCLD3T,VA,70,98202,Black,Tan,Avis Corporation,7930,8305,2026-02-19
2021,Subaru,Crosstrek,SUV,Automatic,YJF39S7A64YBVABXX,GA,89,76990,Black,Tan,Avis Corporation,15488,14253,2026-01-26
2022,Am General,M1097A,Truck,Automatic,KR1Z1KE2R434N7D14,KS,82,36577,Black,Gray,Santander Consumer USA,13319,12812,2025-12-26
2021,Lucid,Air,Sedan,Automatic,MPNUWDLNU526X2P5W,TN,74,43263,White,Tan,Hertz Remarketing,43278,44786,2026-02-25
2023,Hyundai,Elantra,Sedan,Manual,1RRHTJXZP2Z6AMUK9,KS,71,31538,Gray,White,Wells Fargo Dealer Services,15260,15487,2025-12-13
2008,Kia,Soul,Wagon,Automatic,YK9FK7GG7760ETU4C,SC,33,221582,Gray,Brown,Nissan-Infiniti LT,911,974,2026-01-14
2024,Jeep,Grand Cherokee,SUV,Manual,FW5UB61MDF8FHY6PS,IN,71,30449,Gold,Tan,AutoNation,29466,31367,2026-01-02
2004,Kia,Sportage,SUV,Automatic,HTGDBZSGY5ZM6WVZX,KS,22,202559,Silver,Brown,Ford Motor Credit Company,1114,1095,2026-02-23
2020,Chrysler,Pacifica,Minivan,Automatic,ZLS4VV3NM0G4S0Y7P,MN,83,66138,Blue,Red,Hendrick Automotive,18131,19438,2026-01-04
2022,Volkswagen,Passat,Sedan,Automatic,93Z231SXYSBU5D65S,KY,72,16934,White,Tan,Sonic Automotive,18266,17466,2025-12-02
